Timestamp,RSSI
92296218,-49
92297232,-49
92297348,-49
92297486,-48
92297981,-49
92299502,-48
92301487,-49
92301665,-49
92304206,-48
92306886,-50
92307268,-49
92309987,-49
92310137,-49
92310368,-49
92310562,-49
92310776,-49
92310933,-49
92311101,-48
92313787,-49
92314168,-49
92316878,-49
92317943,-51
92318754,-42
92318852,-49
92319018,-49
92319171,-49
92320612,-49
92322038,-49
92330099,-51
92330880,-51
92331199,-49
92331323,-49
92332331,-49
92334234,-42
92334322,-49
92335703,-49
92335846,-49
92336004,-49
92343382,-50
92344771,-41
92357480,-50
92359467,-41
92368459,-50
92369904,-41
92378817,-51
92380272,-41
92389472,-50
92390782,-41
92400456,-51
92401475,-51
92402781,-41
92411464,-51
92412771,-41
92421849,-50
92423132,-41
92429519,-42
92432246,-51
92435170,-41
92443786,-41
92453074,-51
92454375,-42
92455339,-42
92463720,-51
92465030,-42
92466054,-41
92474223,-51
92475524,-42
92476518,-42
92484725,-51
92486521,-42
92495216,-51
92496520,-42
92505622,-51
92516045,-51
92517355,-42
92528017,-42
92537088,-51
92538395,-42
92539275,-42
92547744,-51
92558220,-51
92559540,-42
92560423,-42
92568626,-51
92569931,-42
92571308,-42
92579453,-51
92583756,-42
92589488,-51
92590795,-42
92599965,-51
92602384,-42
92610445,-51
92611751,-42
92612747,-42
92620840,-51
92622145,-42
92622922,-42
92631264,-51
92632692,-42
92633576,-42
92641640,-51
92642968,-42
92652224,-51
92662645,-51
92663954,-42
92664747,-42
92673047,-51
92674354,-42
92683456,-51
92684761,-42
92685515,-43
92694228,-52
92696033,-42
92704699,-52
92705835,-42
92715223,-51
92716511,-43
92725780,-52
92727077,-42
93120071,-42
93193851,-52
93195052,-42
93204253,-52
93205740,-43
93215454,-52
93216708,-42
93225809,-52
93227212,-42
93236470,-51
93237645,-43
93245775,-42
93245889,-42
93246007,-42
93248504,-51
93358534,-42
93435047,-42
93464708,-42
93557607,-42
93561547,-42
93633766,-42
93670512,-51
93672073,-42
93756103,-42
93823272,-41
93856717,-41
93876691,-50
93877873,-41
93888589,-41
93900847,-41
93900967,-40
93905616,-41
93905831,-41
93906025,-40
93906215,-40
93912843,-41
93937703,-40
93955752,-40
94097230,-41
94119665,-40
94130446,-40
94175946,-40
94207884,-40
94219692,-41
94230233,-49
94231020,-49
94231781,-49
94232082,-48
94232827,-48
94233572,-48
94234373,-48
94235228,-48
94236168,-48
94237331,-48
94239556,-41
94244914,-50
94246058,-41
94278347,-40
94286189,-40
94320306,-40
94353645,-41
94375513,-49
94376282,-49
94377043,-49
94377831,-49
94378616,-49
94381180,-49
94381502,-48
94382653,-48
94384948,-48
94386128,-48
94387605,-50
94388963,-41
94388981,-50
94389805,-50
94390609,-49
94391433,-50
94393758,-41
94393694,-50
94394716,-50
94395986,-50
94398086,-50
94400350,-48
94402438,-49
94404531,-49
94404706,-48
94404864,-48
94407026,-48
94408954,-50
94410507,-48
94412117,-50
94413467,-50
94413769,-48
94414836,-48
94414960,-48
94416230,-49
94417303,-48
94417419,-49
94417581,-48
94422847,-49
94424812,-41
94424933,-41
94425049,-41
94425175,-41
94425296,-41
94426419,-41
94451480,-49
94452214,-50
94452506,-48
94453195,-48
94453320,-48
94453485,-48
94453642,-48
94458065,-48
94459254,-48
94463822,-40
94706551,-40
94736355,-40
94771018,-40
94786352,-39
94810225,-48
94811405,-39
94823116,-40
94834999,-48
94848395,-39
94860247,-48
94887533,-48
94888814,-39
94913675,-40
94924907,-40
94938347,-39
95012623,-40
95024622,-40
95037967,-41
95048975,-40
95056710,-40
95056897,-40
95059254,-49
95060568,-40
95073710,-40
95086128,-40
95097995,-41
95111055,-40
95186032,-41
95199952,-40
95261839,-40
95340331,-41
95389456,-40
95440176,-41
95465712,-40
95479252,-49
95479571,-47
95479749,-47
95480487,-47
95481252,-47
95482233,-47
95482411,-46
95484437,-40
95490705,-40
95508266,-49
95509489,-39
95532980,-48
95534284,-39
95545099,-39
95557748,-48
95569708,-39
95583481,-48
95584561,-39
95607987,-48
95619408,-39
95633030,-48
95634017,-48
95634787,-48
95636168,-39
95809777,-39
95822206,-39
95830998,-39
95852653,-39
95889093,-48
95889880,-48
95900140,-39
95904946,-47
95905826,-47
95923452,-48
95924671,-46
95925169,-46
95928689,-48
95929485,-48
95930823,-48
95932890,-46
95934983,-47
95937097,-47
95937246,-47
95937411,-46
95937568,-46
95937734,-46
95937910,-47
95938078,-47
95940553,-47
95944363,-46
95944511,-47
95944660,-47
95944825,-46
95945000,-46
95945166,-46
95945335,-46
95948034,-47
95948416,-47
95951473,-39
95951563,-47
95953707,-47
95953864,-47
95954040,-47
95954215,-47
95954362,-47
95954510,-47
95954678,-45
95957352,-47
95957731,-47
95960659,-40
95960786,-47
95960942,-47
95961108,-47
95961240,-47
95961397,-47
95961529,-47
95961707,-46
95964376,-46
95964756,-47
95967688,-47
95970443,-39
95975953,-39
96018992,-48
96020242,-39
96043978,-47
96045645,-39
96069472,-48
96070701,-39
96080946,-39
96094000,-48
96095185,-39
96118727,-48
96145488,-48
96170962,-48
96172173,-39
96195985,-48
96197325,-39
96206481,-48
96207665,-39
96220977,-48
96223959,-39
96232626,-39
96247473,-48
96248721,-39
96272452,-48
96273623,-39
96297485,-47
96298660,-39
96326359,-39
96334957,-39
96346381,-39
96369069,-39
96425134,-39
96431021,-38
96447953,-39
96457277,-47
96458418,-39
96471666,-39
96490544,-47
96491698,-39
96503153,-39
96512560,-47
96522960,-47
96545549,-48
96557213,-48
96558384,-39
96569040,-48
96570193,-39
96579727,-48
96580914,-39
96590031,-48
96591186,-40
96807394,-38
96958894,-38
98433840,-39
98434927,-39
98710454,-40
98740727,-40
98902832,-39
98903425,-39
99067561,-40
99133332,-40
99283888,-39
99286321,-39
99441937,-40
100200723,-39
100217555,-39
100760341,-39
101440118,-38
102137288,-38
104137407,-39
105193949,-40
105225310,-40
107142597,-39
107451397,-39
107734923,-39
107774920,-39
107815948,-39
107863440,-40
107864302,-40
108145930,-39
108316743,-39
108921577,-39
110021588,-38
110457575,-38
110922156,-38
110925820,-38
111027185,-38
111027756,-37
111031838,-37
111033214,-37
111038686,-38
111040043,-37
111607405,-38
111788777,-38
111844615,-37
112300780,-37
112861301,-38
112883199,-37
113189679,-37
113261553,-37
113464907,-36
115851792,-38
116177717,-38
116316949,-38
116703991,-38
117042003,-39
117219474,-39
117344754,-39
117422611,-39
117561331,-39
117625587,-39
117800273,-39
118861109,-40
119660987,-41
119731675,-39
119738171,-39
119743098,-40
119841141,-38
119906261,-38
119953621,-38
119964196,-38
119974490,-38
119984621,-38
120002328,-38
120104218,-38
120159139,-38
120178428,-38
120196570,-38
120205749,-38
120237907,-39
120298748,-38
120320919,-38
120329749,-38
120352791,-38
120369532,-38
120411096,-39
120470361,-39
120494902,-39
120514236,-39
120516476,-39
120526198,-39
120578713,-39
120588150,-39
120603740,-39
120637253,-39
120674870,-39
120678940,-39
120735047,-39
120745142,-39
120864663,-38
121193400,-39
121301137,-40
121641626,-40
122200319,-39
122200985,-40
123204028,-38
123268113,-38
123268611,-38
123815357,-37
123878685,-37
124415744,-41
124725046,-39
124993740,-40
125408005,-39
127679754,-39
127700370,-39
127723952,-39
127724269,-39
127754244,-39
127832548,-39
129895175,-39
130327020,-38
132671628,-39
132843624,-39
132902540,-37
133260328,-40
133278284,-40
133278404,-40
133684019,-39
133899850,-41
135247153,-39
135917169,-41
136057623,-41
136430513,-42
137253684,-40
137361268,-40
138925814,-39
141270778,-41
141382428,-42
141661768,-44
141707995,-44
141938764,-43
141998709,-42
143285444,-46
144063870,-44
144280800,-44
144828461,-44
145683239,-44
146272611,-43
146368231,-44
147009540,-47
147960678,-43
148690759,-44
148973863,-44
149472042,-44
150963466,-41
151481772,-41
151700946,-43
151778506,-43
151975340,-43
152427405,-42
152769566,-42
153293011,-46
153588211,-44
153695503,-44
153777462,-42
153977658,-41
154139591,-40
154786513,-40
154988790,-40
156067564,-40
156204184,-40
157101241,-41
157213110,-42
157572158,-40
157578699,-40
157637994,-40
157649399,-39
157789526,-39
157808739,-40
157821398,-39
157875767,-39
157901278,-40
157956091,-40
157972537,-39
157982554,-40
158042167,-41
158085910,-41
158086405,-41
158306229,-41
158357855,-41
158829974,-41
158876919,-41
158908471,-41
158986333,-41
159079000,-41
159309336,-41
159475348,-41
160796159,-42
160907408,-42
161994364,-39
162047294,-39
162318145,-39
163296087,-39
163766101,-41
163922644,-40
164323181,-39
164446834,-39
164586284,-39
164852128,-39
165473365,-40
166368964,-39
166777687,-39
166805348,-40
166898953,-42
166929618,-41
167007077,-41
167070569,-41
167084921,-41
167236899,-41
167289670,-41
167941606,-42
168825673,-41
169123144,-40
169944073,-39
170021706,-39
170877388,-38
171126993,-39
171360877,-40
171608331,-40
172136109,-40
172524594,-40
172832590,-41
173270631,-42
173968528,-41
174141298,-41
174529648,-42
175145649,-43
176976666,-42
177054613,-42
177149046,-42
177150069,-41
177286966,-41
177847675,-39
177848601,-39
178155388,-39
178981976,-40
179372892,-40
179685043,-40
180860667,-40
181107291,-40
181154014,-40
181866045,-41
183000191,-41
183170879,-41
183294245,-40
183864288,-41
184753731,-43
184935170,-43
184955904,-42
186179400,-41
186551465,-41
186747657,-41
186887554,-42
187186920,-41
187435531,-40
187887049,-40
188009388,-41
188089192,-41
